"","new","c","hc_ward_cut"
"538","A_M1005YM03_2S2RNA 38","311","2"
"539","A_M1005YM03_2S2RNA 4","102","2"
"540","A_M1005YM03_2S2RNA 5","102","2"
"541","A_M1005YM03_2S2RNA 6","105","2"
"542","A_M1005YM03_2S2RNA 7","105","2"
"543","A_M1005YM03_2S2RNA 8","106","2"
"544","A_M1005YM03_2S2RNA 9","106","2"
"545","A_M1005YM03_3S1RNA 1","102","1"
"546","A_M1005YM03_3S1RNA 10","203","1"
"547","A_M1005YM03_3S1RNA 11","203","1"
"548","A_M1005YM03_3S1RNA 12","203","1"
"549","A_M1005YM03_3S1RNA 13","203","1"
"550","A_M1005YM03_3S1RNA 14","205","1"
"551","A_M1005YM03_3S1RNA 15","205","1"
"552","A_M1005YM03_3S1RNA 16","205","1"
"553","A_M1005YM03_3S1RNA 17","206","2"
"554","A_M1005YM03_3S1RNA 18","301","2"
"555","A_M1005YM03_3S1RNA 19","304","2"
"556","A_M1005YM03_3S1RNA 2","102","2"
"557","A_M1005YM03_3S1RNA 20","304","2"
"558","A_M1005YM03_3S1RNA 21","304","2"
"559","A_M1005YM03_3S1RNA 22","305","2"
"560","A_M1005YM03_3S1RNA 23","306","2"
"561","A_M1005YM03_3S1RNA 24","306","1"
"562","A_M1005YM03_3S1RNA 25","308","1"
"563","A_M1005YM03_3S1RNA 26","308","1"
"564","A_M1005YM03_3S1RNA 27","311","1"
"565","A_M1005YM03_3S1RNA 28","311","2"
"566","A_M1005YM03_3S1RNA 29","311","2"
"567","A_M1005YM03_3S1RNA 3","103","2"
"568","A_M1005YM03_3S1RNA 30","311","2"
"569","A_M1005YM03_3S1RNA 31","311","1"
"570","A_M1005YM03_3S1RNA 32","311","2"
"571","A_M1005YM03_3S1RNA 33","311","2"
"572","A_M1005YM03_3S1RNA 34","311","2"
"573","A_M1005YM03_3S1RNA 35","311","2"
"574","A_M1005YM03_3S1RNA 36","311","2"
"575","A_M1005YM03_3S1RNA 4","104","2"
"576","A_M1005YM03_3S1RNA 5","104","2"
"577","A_M1005YM03_3S1RNA 6","105","2"
"578","A_M1005YM03_3S1RNA 7","106","2"
"579","A_M1005YM03_3S1RNA 8","106","2"
"580","A_M1005YM03_3S1RNA 9","202","2"
"581","A_M1006YM03_1S3RNA 1","111","1"
"582","A_M1006YM03_1S3RNA 10","106","1"
"583","A_M1006YM03_1S3RNA 11","202","1"
"584","A_M1006YM03_1S3RNA 12","203","1"
"585","A_M1006YM03_1S3RNA 13","203","1"
"586","A_M1006YM03_1S3RNA 14","203","1"
"587","A_M1006YM03_1S3RNA 15","204","1"
"588","A_M1006YM03_1S3RNA 16","205","1"
"589","A_M1006YM03_1S3RNA 17","205","1"
"590","A_M1006YM03_1S3RNA 18","205","1"
"591","A_M1006YM03_1S3RNA 19","206","2"
"592","A_M1006YM03_1S3RNA 2","111","2"
"593","A_M1006YM03_1S3RNA 20","303","2"
"594","A_M1006YM03_1S3RNA 21","304","2"
"595","A_M1006YM03_1S3RNA 22","304","2"
"596","A_M1006YM03_1S3RNA 23","304","2"
"597","A_M1006YM03_1S3RNA 24","306","2"
"598","A_M1006YM03_1S3RNA 25","306","2"
"599","A_M1006YM03_1S3RNA 26","307","1"
"600","A_M1006YM03_1S3RNA 27","311","2"
"601","A_M1006YM03_1S3RNA 28","311","1"
"602","A_M1006YM03_1S3RNA 29","311","2"
"603","A_M1006YM03_1S3RNA 3","105","2"
"604","A_M1006YM03_1S3RNA 30","311","2"
"605","A_M1006YM03_1S3RNA 31","311","2"
"606","A_M1006YM03_1S3RNA 32","311","1"
"607","A_M1006YM03_1S3RNA 33","311","2"
"608","A_M1006YM03_1S3RNA 34","311","2"
"609","A_M1006YM03_1S3RNA 35","311","2"
"610","A_M1006YM03_1S3RNA 36","311","2"
"611","A_M1006YM03_1S3RNA 4","102","2"
"612","A_M1006YM03_1S3RNA 5","102","2"
"613","A_M1006YM03_1S3RNA 6","102.5","2"
"614","A_M1006YM03_1S3RNA 7","103","2"
"615","A_M1006YM03_1S3RNA 8","106","2"
"616","A_M1006YM03_1S3RNA 9","106","2"
"617","A_M1006YM03_2S2RNA 1","111","1"
"618","A_M1006YM03_2S2RNA 10","203","1"
"619","A_M1006YM03_2S2RNA 11","203","1"
"620","A_M1006YM03_2S2RNA 12","203","1"
"621","A_M1006YM03_2S2RNA 13","203","1"
"622","A_M1006YM03_2S2RNA 14","204","1"
"623","A_M1006YM03_2S2RNA 15","205","1"
"624","A_M1006YM03_2S2RNA 16","205","1"
"625","A_M1006YM03_2S2RNA 17","205","1"
"626","A_M1006YM03_2S2RNA 18","301","2"
"627","A_M1006YM03_2S2RNA 19","304","2"
"628","A_M1006YM03_2S2RNA 2","111","2"
"629","A_M1006YM03_2S2RNA 20","304","2"
"630","A_M1006YM03_2S2RNA 21","304","2"
"631","A_M1006YM03_2S2RNA 22","305","2"
"632","A_M1006YM03_2S2RNA 23","306","2"
"633","A_M1006YM03_2S2RNA 24","306","2"
"634","A_M1006YM03_2S2RNA 25","308","1"
"635","A_M1006YM03_2S2RNA 26","308","2"
"636","A_M1006YM03_2S2RNA 27","311","2"
"637","A_M1006YM03_2S2RNA 28","311","2"
"638","A_M1006YM03_2S2RNA 29","311","2"
"639","A_M1006YM03_2S2RNA 3","111","1"
"640","A_M1006YM03_2S2RNA 30","311","1"
"641","A_M1006YM03_2S2RNA 31","311","1"
"642","A_M1006YM03_2S2RNA 32","311","2"
"643","A_M1006YM03_2S2RNA 33","311","2"
"644","A_M1006YM03_2S2RNA 34","311","2"
"645","A_M1006YM03_2S2RNA 35","311","2"
"646","A_M1006YM03_2S2RNA 36","311","2"
"647","A_M1006YM03_2S2RNA 4","102","2"
"648","A_M1006YM03_2S2RNA 5","102","2"
"649","A_M1006YM03_2S2RNA 6","105","2"
"650","A_M1006YM03_2S2RNA 7","106","2"
"651","A_M1006YM03_2S2RNA 8","106","2"
"652","A_M1006YM03_2S2RNA 9","106","2"
"653","A_M1006YM03_3S1RNA 1","102","1"
"654","A_M1006YM03_3S1RNA 10","203","1"
"655","A_M1006YM03_3S1RNA 11","203","1"
"656","A_M1006YM03_3S1RNA 12","203","1"
"657","A_M1006YM03_3S1RNA 13","205","1"
"658","A_M1006YM03_3S1RNA 14","205","1"
"659","A_M1006YM03_3S1RNA 15","205","1"
"660","A_M1006YM03_3S1RNA 16","206","2"
"661","A_M1006YM03_3S1RNA 17","301","2"
"662","A_M1006YM03_3S1RNA 18","304","2"
"663","A_M1006YM03_3S1RNA 19","304","2"
"664","A_M1006YM03_3S1RNA 2","102","2"
"665","A_M1006YM03_3S1RNA 20","304","2"
"666","A_M1006YM03_3S1RNA 21","305","2"
"667","A_M1006YM03_3S1RNA 22","306","2"
"668","A_M1006YM03_3S1RNA 23","306","1"
"669","A_M1006YM03_3S1RNA 24","308","1"
"670","A_M1006YM03_3S1RNA 25","308","1"
"671","A_M1006YM03_3S1RNA 26","311","1"
"672","A_M1006YM03_3S1RNA 27","311","2"
"673","A_M1006YM03_3S1RNA 28","311","2"
"674","A_M1006YM03_3S1RNA 29","311","2"
"675","A_M1006YM03_3S1RNA 3","103","2"
"676","A_M1006YM03_3S1RNA 30","311","1"
"677","A_M1006YM03_3S1RNA 31","311","2"
"678","A_M1006YM03_3S1RNA 32","311","2"
"679","A_M1006YM03_3S1RNA 33","311","2"
"680","A_M1006YM03_3S1RNA 34","311","2"
"681","A_M1006YM03_3S1RNA 35","311","2"
"682","A_M1006YM03_3S1RNA 4","104","2"
"683","A_M1006YM03_3S1RNA 5","105","2"
"684","A_M1006YM03_3S1RNA 6","106","2"
"685","A_M1006YM03_3S1RNA 7","106","2"
"686","A_M1006YM03_3S1RNA 8","202","2"
"687","A_M1006YM03_3S1RNA 9","203","2"
"688","A_M1007YM04_1S1RNA 1","102","1"
"689","A_M1007YM04_1S1RNA 10","203","1"
"690","A_M1007YM04_1S1RNA 11","203","1"
"691","A_M1007YM04_1S1RNA 12","203","1"
"692","A_M1007YM04_1S1RNA 13","205","1"
"693","A_M1007YM04_1S1RNA 14","205","1"
"694","A_M1007YM04_1S1RNA 15","205","1"
"695","A_M1007YM04_1S1RNA 16","206","2"
"696","A_M1007YM04_1S1RNA 17","303","2"
"697","A_M1007YM04_1S1RNA 18","304","2"
"698","A_M1007YM04_1S1RNA 19","304","2"
"699","A_M1007YM04_1S1RNA 2","102","2"
"700","A_M1007YM04_1S1RNA 20","304","2"
"701","A_M1007YM04_1S1RNA 21","305","2"
"702","A_M1007YM04_1S1RNA 22","306","2"
"703","A_M1007YM04_1S1RNA 23","306","1"
"704","A_M1007YM04_1S1RNA 24","308","1"
"705","A_M1007YM04_1S1RNA 25","308","1"
"706","A_M1007YM04_1S1RNA 26","311","1"
"707","A_M1007YM04_1S1RNA 27","311","2"
"708","A_M1007YM04_1S1RNA 28","311","2"
"709","A_M1007YM04_1S1RNA 29","311","1"
"710","A_M1007YM04_1S1RNA 3","103","1"
"711","A_M1007YM04_1S1RNA 30","311","1"
"712","A_M1007YM04_1S1RNA 31","311","1"
"713","A_M1007YM04_1S1RNA 32","311","2"
"714","A_M1007YM04_1S1RNA 33","311","2"
"715","A_M1007YM04_1S1RNA 34","311","2"
"716","A_M1007YM04_1S1RNA 35","311","2"
"717","A_M1007YM04_1S1RNA 4","104","2"
"718","A_M1007YM04_1S1RNA 5","105","2"
"719","A_M1007YM04_1S1RNA 6","106","2"
"720","A_M1007YM04_1S1RNA 7","106","2"
"721","A_M1007YM04_1S1RNA 8","202","2"
"722","A_M1007YM04_1S1RNA 9","203","2"
"723","A_M1007YM04_2S2RNA 1","111","1"
"724","A_M1007YM04_2S2RNA 10","202","1"
"725","A_M1007YM04_2S2RNA 11","203","1"
"726","A_M1007YM04_2S2RNA 12","203","1"
"727","A_M1007YM04_2S2RNA 13","203","1"
"728","A_M1007YM04_2S2RNA 14","204","1"
"729","A_M1007YM04_2S2RNA 15","205","1"
"730","A_M1007YM04_2S2RNA 16","205","1"
"731","A_M1007YM04_2S2RNA 17","205","1"
"732","A_M1007YM04_2S2RNA 18","206","1"
"733","A_M1007YM04_2S2RNA 19","303","2"
"734","A_M1007YM04_2S2RNA 2","111","2"
"735","A_M1007YM04_2S2RNA 20","304","2"
"736","A_M1007YM04_2S2RNA 21","304","2"
"737","A_M1007YM04_2S2RNA 22","304","2"
"738","A_M1007YM04_2S2RNA 23","305","2"
"739","A_M1007YM04_2S2RNA 24","306","2"
"740","A_M1007YM04_2S2RNA 25","307","1"
"741","A_M1007YM04_2S2RNA 26","308","2"
"742","A_M1007YM04_2S2RNA 27","309","1"
"743","A_M1007YM04_2S2RNA 28","311","2"
"744","A_M1007YM04_2S2RNA 29","311","2"
"745","A_M1007YM04_2S2RNA 3","111","2"
"746","A_M1007YM04_2S2RNA 30","311","2"
"747","A_M1007YM04_2S2RNA 31","311","1"
"748","A_M1007YM04_2S2RNA 32","311","2"
"749","A_M1007YM04_2S2RNA 33","311","2"
"750","A_M1007YM04_2S2RNA 34","311","2"
"751","A_M1007YM04_2S2RNA 35","311","2"
"752","A_M1007YM04_2S2RNA 36","311","2"
"753","A_M1007YM04_2S2RNA 37","311","2"
"754","A_M1007YM04_2S2RNA 4","102","2"
"755","A_M1007YM04_2S2RNA 5","102","2"
"756","A_M1007YM04_2S2RNA 6","105","2"
"757","A_M1007YM04_2S2RNA 7","105","2"
"758","A_M1007YM04_2S2RNA 8","106","2"
"759","A_M1007YM04_2S2RNA 9","106","1"
"760","A_M1007YM04_3S3RNA 1","111","1"
"761","A_M1007YM04_3S3RNA 10","202","1"
"762","A_M1007YM04_3S3RNA 11","203","1"
"763","A_M1007YM04_3S3RNA 12","203","1"
"764","A_M1007YM04_3S3RNA 13","203","1"
"765","A_M1007YM04_3S3RNA 14","204","1"
"766","A_M1007YM04_3S3RNA 15","205","1"
"767","A_M1007YM04_3S3RNA 16","205","1"
"768","A_M1007YM04_3S3RNA 17","205","1"
"769","A_M1007YM04_3S3RNA 18","301","2"
"770","A_M1007YM04_3S3RNA 19","304","2"
"771","A_M1007YM04_3S3RNA 2","111","2"
"772","A_M1007YM04_3S3RNA 20","304","2"
"773","A_M1007YM04_3S3RNA 21","304","2"
"774","A_M1007YM04_3S3RNA 22","305","2"
"775","A_M1007YM04_3S3RNA 23","306","2"
"776","A_M1007YM04_3S3RNA 24","306","2"
"777","A_M1007YM04_3S3RNA 25","307","1"
"778","A_M1007YM04_3S3RNA 26","311","1"
"779","A_M1007YM04_3S3RNA 27","311","2"
"780","A_M1007YM04_3S3RNA 28","311","2"
"781","A_M1007YM04_3S3RNA 29","311","1"
"782","A_M1007YM04_3S3RNA 3","105","1"
"783","A_M1007YM04_3S3RNA 30","311","2"
"784","A_M1007YM04_3S3RNA 31","311","1"
"785","A_M1007YM04_3S3RNA 32","311","2"
"786","A_M1007YM04_3S3RNA 33","311","2"
"787","A_M1007YM04_3S3RNA 34","311","2"
"788","A_M1007YM04_3S3RNA 35","311","2"
"789","A_M1007YM04_3S3RNA 4","102","2"
"790","A_M1007YM04_3S3RNA 5","102","2"
"791","A_M1007YM04_3S3RNA 6","103","2"
"792","A_M1007YM04_3S3RNA 7","103","2"
"793","A_M1007YM04_3S3RNA 8","106","2"
"794","A_M1007YM04_3S3RNA 9","106","2"
"795","A_M1008YM04_1S1RNA 1","102","1"
"796","A_M1008YM04_1S1RNA 10","202","1"
"797","A_M1008YM04_1S1RNA 11","203","1"
"798","A_M1008YM04_1S1RNA 12","203","1"
"799","A_M1008YM04_1S1RNA 13","203","1"
"800","A_M1008YM04_1S1RNA 14","203","1"
"801","A_M1008YM04_1S1RNA 15","205","1"
"802","A_M1008YM04_1S1RNA 16","205","1"
"803","A_M1008YM04_1S1RNA 17","205","1"
"804","A_M1008YM04_1S1RNA 18","206","1"
"805","A_M1008YM04_1S1RNA 19","303","2"
"806","A_M1008YM04_1S1RNA 2","102","2"
"807","A_M1008YM04_1S1RNA 20","304","2"
"808","A_M1008YM04_1S1RNA 21","304","2"
"809","A_M1008YM04_1S1RNA 22","304","2"
"810","A_M1008YM04_1S1RNA 23","305","2"
"811","A_M1008YM04_1S1RNA 24","306","2"
"812","A_M1008YM04_1S1RNA 25","306","1"
"813","A_M1008YM04_1S1RNA 26","307","1"
"814","A_M1008YM04_1S1RNA 27","308","1"
"815","A_M1008YM04_1S1RNA 28","308","1"
"816","A_M1008YM04_1S1RNA 29","311","2"
"817","A_M1008YM04_1S1RNA 3","103","1"
"818","A_M1008YM04_1S1RNA 30","311","1"
"819","A_M1008YM04_1S1RNA 31","311","1"
"820","A_M1008YM04_1S1RNA 32","311","1"
"821","A_M1008YM04_1S1RNA 33","311","1"
"822","A_M1008YM04_1S1RNA 34","311","1"
"823","A_M1008YM04_1S1RNA 35","311","1"
"824","A_M1008YM04_1S1RNA 36","311","2"
"825","A_M1008YM04_1S1RNA 37","311","2"
"826","A_M1008YM04_1S1RNA 38","311","2"
"827","A_M1008YM04_1S1RNA 4","103","2"
"828","A_M1008YM04_1S1RNA 5","104","2"
"829","A_M1008YM04_1S1RNA 6","104","2"
"830","A_M1008YM04_1S1RNA 7","105","2"
"831","A_M1008YM04_1S1RNA 8","106","2"
"832","A_M1008YM04_1S1RNA 9","106","2"
"833","A_M1008YM04_2S2RNA 1","106","1"
"834","A_M1008YM04_2S2RNA 10","106","1"
"835","A_M1008YM04_2S2RNA 11","201","1"
"836","A_M1008YM04_2S2RNA 12","203","1"
"837","A_M1008YM04_2S2RNA 13","203","1"
"838","A_M1008YM04_2S2RNA 14","203","1"
"839","A_M1008YM04_2S2RNA 15","203","1"
"840","A_M1008YM04_2S2RNA 16","204","1"
"841","A_M1008YM04_2S2RNA 17","205","1"
"842","A_M1008YM04_2S2RNA 18","205","1"
"843","A_M1008YM04_2S2RNA 19","205","1"
"844","A_M1008YM04_2S2RNA 2","111","2"
"845","A_M1008YM04_2S2RNA 20","301","2"
"846","A_M1008YM04_2S2RNA 21","304","2"
"847","A_M1008YM04_2S2RNA 22","304","2"
"848","A_M1008YM04_2S2RNA 23","304","2"
"849","A_M1008YM04_2S2RNA 24","304","2"
"850","A_M1008YM04_2S2RNA 25","305","2"
"851","A_M1008YM04_2S2RNA 26","306","2"
"852","A_M1008YM04_2S2RNA 27","306","1"
"853","A_M1008YM04_2S2RNA 28","308","2"
"854","A_M1008YM04_2S2RNA 29","308","1"
"855","A_M1008YM04_2S2RNA 3","111","2"
"856","A_M1008YM04_2S2RNA 30","308","2"
"857","A_M1008YM04_2S2RNA 31","311","1"
"858","A_M1008YM04_2S2RNA 32","311","1"
"859","A_M1008YM04_2S2RNA 33","311","1"
"860","A_M1008YM04_2S2RNA 34","311","1"
"861","A_M1008YM04_2S2RNA 35","311","1"
"862","A_M1008YM04_2S2RNA 36","311","1"
"863","A_M1008YM04_2S2RNA 37","311","2"
"864","A_M1008YM04_2S2RNA 38","311","2"
"865","A_M1008YM04_2S2RNA 39","311","2"
"866","A_M1008YM04_2S2RNA 4","103","2"
"867","A_M1008YM04_2S2RNA 40","311","2"
"868","A_M1008YM04_2S2RNA 5","102","2"
"869","A_M1008YM04_2S2RNA 6","105","2"
"870","A_M1008YM04_2S2RNA 7","105","2"
"871","A_M1008YM04_2S2RNA 8","104","2"
"872","A_M1008YM04_2S2RNA 9","106","2"
"873","A_M1008YM04_3S3RNA 1","111","1"
"874","A_M1008YM04_3S3RNA 10","106","1"
"875","A_M1008YM04_3S3RNA 11","106","1"
"876","A_M1008YM04_3S3RNA 12","201","1"
"877","A_M1008YM04_3S3RNA 13","203","1"
"878","A_M1008YM04_3S3RNA 14","203","1"
"879","A_M1008YM04_3S3RNA 15","203","1"
"880","A_M1008YM04_3S3RNA 16","203","1"
"881","A_M1008YM04_3S3RNA 17","204","1"
"882","A_M1008YM04_3S3RNA 18","205","1"
"883","A_M1008YM04_3S3RNA 19","205","1"
"884","A_M1008YM04_3S3RNA 2","111","1"
"885","A_M1008YM04_3S3RNA 20","205","2"
"886","A_M1008YM04_3S3RNA 21","301","2"
"887","A_M1008YM04_3S3RNA 22","304","2"
"888","A_M1008YM04_3S3RNA 23","304","2"
"889","A_M1008YM04_3S3RNA 24","304","2"
"890","A_M1008YM04_3S3RNA 25","304","2"
"891","A_M1008YM04_3S3RNA 26","306","2"
"892","A_M1008YM04_3S3RNA 27","306","2"
"893","A_M1008YM04_3S3RNA 28","306","1"
"894","A_M1008YM04_3S3RNA 29","307","1"
"895","A_M1008YM04_3S3RNA 3","111","2"
"896","A_M1008YM04_3S3RNA 30","311","2"
"897","A_M1008YM04_3S3RNA 31","311","1"
"898","A_M1008YM04_3S3RNA 32","311","1"
"899","A_M1008YM04_3S3RNA 33","311","1"
"900","A_M1008YM04_3S3RNA 34","311","1"
"901","A_M1008YM04_3S3RNA 35","311","1"
"902","A_M1008YM04_3S3RNA 36","311","2"
"903","A_M1008YM04_3S3RNA 37","311","2"
"904","A_M1008YM04_3S3RNA 38","311","2"
"905","A_M1008YM04_3S3RNA 39","311","2"
"906","A_M1008YM04_3S3RNA 4","102","2"
"907","A_M1008YM04_3S3RNA 5","102","2"
"908","A_M1008YM04_3S3RNA 6","102","2"
"909","A_M1008YM04_3S3RNA 7","103","2"
"910","A_M1008YM04_3S3RNA 8","103","2"
"911","A_M1008YM04_3S3RNA 9","104","2"
"912","A_M1009YM05_1S2RNA 1","111","1"
"913","A_M1009YM05_1S2RNA 10","106","1"
"914","A_M1009YM05_1S2RNA 11","106","1"
"915","A_M1009YM05_1S2RNA 12","202","1"
"916","A_M1009YM05_1S2RNA 13","203","1"
"917","A_M1009YM05_1S2RNA 14","203","1"
"918","A_M1009YM05_1S2RNA 15","203","1"
"919","A_M1009YM05_1S2RNA 16","203","1"
"920","A_M1009YM05_1S2RNA 17","205","1"
"921","A_M1009YM05_1S2RNA 18","205","1"
"922","A_M1009YM05_1S2RNA 19","205","1"
"923","A_M1009YM05_1S2RNA 2","111","1"
"924","A_M1009YM05_1S2RNA 20","205","2"
"925","A_M1009YM05_1S2RNA 21","301","2"
"926","A_M1009YM05_1S2RNA 22","304","2"
"927","A_M1009YM05_1S2RNA 23","304","2"
"928","A_M1009YM05_1S2RNA 24","304","2"
"929","A_M1009YM05_1S2RNA 25","304","2"
"930","A_M1009YM05_1S2RNA 26","305","2"
"931","A_M1009YM05_1S2RNA 27","306","2"
"932","A_M1009YM05_1S2RNA 28","306","1"
"933","A_M1009YM05_1S2RNA 29","306","2"
"934","A_M1009YM05_1S2RNA 3","111","1"
"935","A_M1009YM05_1S2RNA 30","308","1"
"936","A_M1009YM05_1S2RNA 31","308","2"
"937","A_M1009YM05_1S2RNA 32","311","1"
"938","A_M1009YM05_1S2RNA 33","311","1"
"939","A_M1009YM05_1S2RNA 34","311","1"
"940","A_M1009YM05_1S2RNA 35","311","1"
"941","A_M1009YM05_1S2RNA 36","311","1"
"942","A_M1009YM05_1S2RNA 37","311","1"
"943","A_M1009YM05_1S2RNA 38","311","1"
"944","A_M1009YM05_1S2RNA 39","311","2"
"945","A_M1009YM05_1S2RNA 4","102","2"
"946","A_M1009YM05_1S2RNA 40","311","2"
"947","A_M1009YM05_1S2RNA 41","311","2"
"948","A_M1009YM05_1S2RNA 5","102","2"
"949","A_M1009YM05_1S2RNA 6","105","2"
"950","A_M1009YM05_1S2RNA 7","105","2"
"951","A_M1009YM05_1S2RNA 8","104","2"
"952","A_M1009YM05_1S2RNA 9","106","2"
"953","A_M1009YM05_2S3RNA 1","111","1"
"954","A_M1009YM05_2S3RNA 10","106","1"
"955","A_M1009YM05_2S3RNA 11","106","1"
"956","A_M1009YM05_2S3RNA 12","106","1"
"957","A_M1009YM05_2S3RNA 13","202","1"
"958","A_M1009YM05_2S3RNA 14","203","1"
"959","A_M1009YM05_2S3RNA 15","203","1"
"960","A_M1009YM05_2S3RNA 16","203","1"
"961","A_M1009YM05_2S3RNA 17","203","1"
"962","A_M1009YM05_2S3RNA 18","204","1"
"963","A_M1009YM05_2S3RNA 19","205","1"
"964","A_M1009YM05_2S3RNA 2","111","1"
"965","A_M1009YM05_2S3RNA 20","205","1"
"966","A_M1009YM05_2S3RNA 21","205","2"
"967","A_M1009YM05_2S3RNA 22","206","2"
"968","A_M1009YM05_2S3RNA 23","303","2"
"969","A_M1009YM05_2S3RNA 24","304","2"
"970","A_M1009YM05_2S3RNA 25","304","2"
"971","A_M1009YM05_2S3RNA 26","304","2"
"972","A_M1009YM05_2S3RNA 27","304","2"
"973","A_M1009YM05_2S3RNA 28","305","2"
"974","A_M1009YM05_2S3RNA 29","306","1"
"975","A_M1009YM05_2S3RNA 3","111","1"
"976","A_M1009YM05_2S3RNA 30","306","1"
"977","A_M1009YM05_2S3RNA 31","306","1"
"978","A_M1009YM05_2S3RNA 32","307","2"
"979","A_M1009YM05_2S3RNA 33","307","1"
"980","A_M1009YM05_2S3RNA 34","311","1"
"981","A_M1009YM05_2S3RNA 35","311","1"
"982","A_M1009YM05_2S3RNA 36","311","1"
"983","A_M1009YM05_2S3RNA 37","311","1"
"984","A_M1009YM05_2S3RNA 38","311","1"
"985","A_M1009YM05_2S3RNA 39","311","1"
"986","A_M1009YM05_2S3RNA 4","105","2"
"987","A_M1009YM05_2S3RNA 40","311","2"
"988","A_M1009YM05_2S3RNA 41","311","2"
"989","A_M1009YM05_2S3RNA 42","311","2"
"990","A_M1009YM05_2S3RNA 43","311","2"
"991","A_M1009YM05_2S3RNA 5","102","2"
"992","A_M1009YM05_2S3RNA 6","102","2"
"993","A_M1009YM05_2S3RNA 7","102","2"
"994","A_M1009YM05_2S3RNA 8","103","2"
"995","A_M1009YM05_2S3RNA 9","104","1"
"996","A_M1009YM05_3S1RNA 1","102","1"
"997","A_M1009YM05_3S1RNA 10","202","1"
"998","A_M1009YM05_3S1RNA 11","203","1"
"999","A_M1009YM05_3S1RNA 12","203","1"
"1000","A_M1009YM05_3S1RNA 13","203","1"
"1001","A_M1009YM05_3S1RNA 14","204","1"
"1002","A_M1009YM05_3S1RNA 15","205","1"
"1003","A_M1009YM05_3S1RNA 16","205","1"
"1004","A_M1009YM05_3S1RNA 17","205","1"
"1005","A_M1009YM05_3S1RNA 18","301","2"
"1006","A_M1009YM05_3S1RNA 19","304","2"
"1007","A_M1009YM05_3S1RNA 2","102","2"
"1008","A_M1009YM05_3S1RNA 20","304","2"
"1009","A_M1009YM05_3S1RNA 21","304","2"
"1010","A_M1009YM05_3S1RNA 22","304","2"
"1011","A_M1009YM05_3S1RNA 23","305.5","2"
"1012","A_M1009YM05_3S1RNA 24","306","2"
"1013","A_M1009YM05_3S1RNA 25","306","1"
"1014","A_M1009YM05_3S1RNA 26","308","1"
"1015","A_M1009YM05_3S1RNA 27","308","1"
"1016","A_M1009YM05_3S1RNA 28","311","1"
"1017","A_M1009YM05_3S1RNA 29","311","2"
"1018","A_M1009YM05_3S1RNA 3","103","1"
"1019","A_M1009YM05_3S1RNA 30","311","1"
"1020","A_M1009YM05_3S1RNA 31","311","1"
"1021","A_M1009YM05_3S1RNA 32","311","1"
"1022","A_M1009YM05_3S1RNA 33","311","2"
"1023","A_M1009YM05_3S1RNA 34","311","2"
"1024","A_M1009YM05_3S1RNA 35","311","2"
"1025","A_M1009YM05_3S1RNA 36","311","2"
"1026","A_M1009YM05_3S1RNA 37","311","2"
"1027","A_M1009YM05_3S1RNA 4","103","2"
"1028","A_M1009YM05_3S1RNA 5","104","2"
"1029","A_M1009YM05_3S1RNA 6","105","2"
"1030","A_M1009YM05_3S1RNA 7","106","2"
"1031","A_M1009YM05_3S1RNA 8","106","2"
"1032","A_M1009YM05_3S1RNA 9","106","2"
"1033","A_M1011YM06_1S3RNA 1","101","1"
"1034","A_M1011YM06_1S3RNA 10","106","1"
"1035","A_M1011YM06_1S3RNA 11","106","1"
"1036","A_M1011YM06_1S3RNA 12","201","1"
"1037","A_M1011YM06_1S3RNA 13","203","1"
"1038","A_M1011YM06_1S3RNA 14","203","1"
"1039","A_M1011YM06_1S3RNA 15","203","1"
"1040","A_M1011YM06_1S3RNA 16","203","1"
"1041","A_M1011YM06_1S3RNA 17","204","1"
"1042","A_M1011YM06_1S3RNA 18","205","1"
"1043","A_M1011YM06_1S3RNA 19","205","1"
"1044","A_M1011YM06_1S3RNA 2","111","1"
"1045","A_M1011YM06_1S3RNA 20","205","2"
"1046","A_M1011YM06_1S3RNA 21","206","2"
"1047","A_M1011YM06_1S3RNA 22","303","2"
"1048","A_M1011YM06_1S3RNA 23","304","2"
"1049","A_M1011YM06_1S3RNA 24","304","2"
"1050","A_M1011YM06_1S3RNA 25","304","2"
"1051","A_M1011YM06_1S3RNA 26","306","2"
"1052","A_M1011YM06_1S3RNA 27","306","2"
"1053","A_M1011YM06_1S3RNA 28","306","1"
"1054","A_M1011YM06_1S3RNA 29","307","1"
"1055","A_M1011YM06_1S3RNA 3","111","1"
"1056","A_M1011YM06_1S3RNA 30","307","2"
"1057","A_M1011YM06_1S3RNA 31","311","1"
"1058","A_M1011YM06_1S3RNA 32","311","1"
"1059","A_M1011YM06_1S3RNA 33","311","1"
"1060","A_M1011YM06_1S3RNA 34","311","1"
"1061","A_M1011YM06_1S3RNA 35","311","1"
"1062","A_M1011YM06_1S3RNA 36","311","1"
"1063","A_M1011YM06_1S3RNA 37","311","2"
"1064","A_M1011YM06_1S3RNA 38","311","2"
"1065","A_M1011YM06_1S3RNA 39","311","2"
"1066","A_M1011YM06_1S3RNA 4","105","2"
"1067","A_M1011YM06_1S3RNA 40","311","2"
"1068","A_M1011YM06_1S3RNA 5","102","2"
"1069","A_M1011YM06_1S3RNA 6","102","2"
"1070","A_M1011YM06_1S3RNA 7","103","2"
"1071","A_M1011YM06_1S3RNA 8","103","2"
